oyuncu_adi,forma_no,takim,mevki,is_substitute,minutes_played,aksiyon_turu,x,y,basarili,basarili_pas,opta_points
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,25.52,61.61,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,71.0,46.43,False,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,41.24,59.58,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,37.92,64.66,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,29.32,45.77,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,52.45,58.82,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,58.74,65.28,False,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,33.6,37.5,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,60.09,64.02,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,38.51,47.04,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,37.3,51.86,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,32.76,38.97,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,28.35,54.35,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,53.81,42.18,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,73.7,17.7,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,41.27,76.0,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,61.52,66.34,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,26.66,41.37,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,43.95,50.55,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,59.68,38.09,False,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,36.06,38.11,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,53.98,49.14,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,40.18,45.43,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,30.51,73.42,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,56.28,66.04,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,57.06,53.07,False,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,55.84,41.51,False,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,63.93,76.0,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,33.22,53.57,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Pass,53.49,55.65,True,1,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Shot,91.59,47.56,True,0,7.8
Tiago Djaló,35,Beşiktaş JK,DF,False,90,Interception,22.53,57.31,True,0,7.8
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,62.18,31.27,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,70.22,52.82,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,57.22,26.38,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,69.21,14.83,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,40.26,33.99,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,29.4,58.69,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,44.09,29.12,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,60.99,32.42,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,26.43,43.27,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,55.62,17.27,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,18.64,40.52,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,41.89,36.8,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,70.94,37.57,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,47.73,26.42,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,62.33,18.3,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,15.92,25.77,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,59.19,17.79,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,70.15,23.13,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,52.73,28.54,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,33.27,33.4,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,54.44,24.91,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,26.28,40.26,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,81.22,29.39,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,51.06,20.66,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,14.18,53.87,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,51.2,8.15,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,48.05,19.88,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,22.01,47.43,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,52.9,8.36,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,58.97,56.72,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,42.48,24.5,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,65.83,23.35,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,59.57,4.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,50.75,40.51,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,53.85,43.02,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,35.43,20.66,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,42.51,25.49,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,62.39,36.99,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,63.39,66.71,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,33.76,30.84,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,49.04,27.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,54.52,25.64,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,74.23,20.89,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,54.15,27.5,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,72.89,16.26,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,72.75,23.83,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,35.86,43.99,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,70.17,33.67,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,41.28,33.95,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,55.24,10.28,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,46.02,59.09,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,46.96,36.35,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,49.64,26.84,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,57.95,24.09,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,72.33,9.44,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,75.92,18.46,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,37.99,22.48,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,28.38,4.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,77.82,37.59,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,57.49,47.29,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,68.47,46.65,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,54.31,11.24,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,71.06,31.42,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,33.92,21.3,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,40.69,9.29,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,60.96,25.61,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,39.45,33.57,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,35.02,11.79,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,35.96,33.26,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,61.48,45.39,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,25.59,16.17,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,34.07,65.64,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,44.46,41.22,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,74.0,4.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,49.15,9.7,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,50.35,56.59,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,55.75,4.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,24.33,28.76,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,28.72,35.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,62.84,34.22,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,59.22,14.48,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,62.98,35.96,False,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,45.35,8.15,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,64.24,14.04,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,72.82,38.65,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,43.62,38.23,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,53.38,15.68,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,38.83,36.7,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,37.25,29.71,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,50.38,20.83,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,26.15,54.02,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,49.88,33.46,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,53.16,14.37,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,49.62,27.35,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,32.79,38.09,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,39.08,20.26,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,44.95,9.98,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,41.69,17.4,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,40.08,45.71,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,34.84,44.76,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,81.23,44.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,35.74,8.03,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,38.84,35.47,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,66.32,34.62,True,1,9.54
